"gene_name","taxa_included","identical_sequences"
"Tetraodon_nigroviridis.5.13101646.13101793.fas","90","682"
"Tetraodon_nigroviridis.5.13114419.13114231.fas","95","568"
"Tetraodon_nigroviridis.5.3647976.3648134.fas","96","627"
"Tetraodon_nigroviridis.5.4306400.4306543.fas","97","1271"
"Tetraodon_nigroviridis.5.4306827.4306950.fas","83","1232"
"Tetraodon_nigroviridis.5.4976704.4976540.fas","82","540"
"Tetraodon_nigroviridis.5.4977167.4977023.fas","89","462"
"Tetraodon_nigroviridis.5.4998936.4998737.fas","91","576"
"Tetraodon_nigroviridis.5.5096154.5096369.fas","89","108"
"Tetraodon_nigroviridis.5.5169399.5169230.fas","58","136"
"Tetraodon_nigroviridis.5.5173813.5173627.fas","97","122"
"Tetraodon_nigroviridis.5.5174059.5173893.fas","97","133"
"Tetraodon_nigroviridis.5.5268096.5267896.fas","97","318"
"Tetraodon_nigroviridis.5.5362815.5362598.fas","94","31"
"Tetraodon_nigroviridis.5.5442594.5442719.fas","80","486"
"Tetraodon_nigroviridis.5.6065102.6064786.fas","51","44"
"Tetraodon_nigroviridis.5.6332501.6332265.fas","95","33"
"Tetraodon_nigroviridis.5.6333994.6333755.fas","95","45"
"Tetraodon_nigroviridis.5.9424384.9424157.fas","90","396"
"Tetraodon_nigroviridis.6.2172068.2171822.fas","85","32"
"Tetraodon_nigroviridis.6.2366076.2365884.fas","97","595"
"Tetraodon_nigroviridis.6.3273495.3273288.fas","95","393"
"Tetraodon_nigroviridis.6.3544987.3545206.fas","97","434"
"Tetraodon_nigroviridis.6.3580712.3580583.fas","95","1421"
"Tetraodon_nigroviridis.6.3866123.3866322.fas","82","838"
"Tetraodon_nigroviridis.6.4663709.4663584.fas","96","1267"
"Tetraodon_nigroviridis.6.5001368.5001534.fas","70","877"
"Tetraodon_nigroviridis.6.5001799.5001952.fas","97","2742"
"Tetraodon_nigroviridis.6.5134460.5134827.fas","58","8"
"Tetraodon_nigroviridis.7.10711982.10711837.fas","84","333"
"Tetraodon_nigroviridis.7.10735607.10735485.fas","87","2856"
"Tetraodon_nigroviridis.7.1292424.1292690.fas","97","1046"
"Tetraodon_nigroviridis.7.1293717.1293876.fas","93","166"
"Tetraodon_nigroviridis.7.1295518.1295658.fas","78","145"
"Tetraodon_nigroviridis.7.1877114.1876968.fas","57","176"
"Tetraodon_nigroviridis.7.2762221.2762086.fas","94","815"
"Tetraodon_nigroviridis.7.2766141.2766003.fas","63","335"
"Tetraodon_nigroviridis.7.2774803.2774609.fas","96","1019"
"Tetraodon_nigroviridis.7.3670925.3671083.fas","79","128"
"Tetraodon_nigroviridis.7.4484700.4484460.fas","83","17"
"Tetraodon_nigroviridis.7.4841588.4841433.fas","90","511"
"Tetraodon_nigroviridis.7.5501498.5501272.fas","94","127"
"Tetraodon_nigroviridis.7.5504357.5504169.fas","96","339"
"Tetraodon_nigroviridis.7.5683179.5683039.fas","88","171"
"Tetraodon_nigroviridis.7.5935473.5935254.fas","97","84"
"Tetraodon_nigroviridis.7.5939818.5939611.fas","80","69"
"Tetraodon_nigroviridis.7.5940700.5940581.fas","82","425"
"Tetraodon_nigroviridis.7.6053517.6053242.fas","95","172"
"Tetraodon_nigroviridis.7.6058666.6058533.fas","77","1392"
"Tetraodon_nigroviridis.7.8085831.8085704.fas","51","480"
"Tetraodon_nigroviridis.7.9865920.9865748.fas","64","227"
"Tetraodon_nigroviridis.8.10209925.10210095.fas","96","1190"
"Tetraodon_nigroviridis.8.2409415.2409633.fas","96","113"
"Tetraodon_nigroviridis.8.2413296.2413502.fas","82","475"
"Tetraodon_nigroviridis.8.2713132.2712965.fas","87","714"
"Tetraodon_nigroviridis.8.3668635.3668495.fas","93","875"
"Tetraodon_nigroviridis.8.3670359.3670039.fas","97","649"
"Tetraodon_nigroviridis.8.5485999.5485831.fas","96","105"
"Tetraodon_nigroviridis.8.5743659.5743484.fas","96","808"
"Tetraodon_nigroviridis.8.7058920.7058772.fas","93","2003"
"Tetraodon_nigroviridis.8.7061095.7060928.fas","95","98"
"Tetraodon_nigroviridis.8.7507543.7507359.fas","95","275"
"Tetraodon_nigroviridis.8.7731385.7731559.fas","55","370"
"Tetraodon_nigroviridis.8.8304357.8304191.fas","61","52"
"Tetraodon_nigroviridis.8.8678490.8678681.fas","91","1458"
"Tetraodon_nigroviridis.8.8678765.8679146.fas","93","36"
"Tetraodon_nigroviridis.8.8897310.8897131.fas","78","163"
"Tetraodon_nigroviridis.8.9124044.9124240.fas","88","55"
"Tetraodon_nigroviridis.8.946171.946041.fas","95","863"
"Tetraodon_nigroviridis.8.9864116.9864349.fas","60","566"
"Tetraodon_nigroviridis.8.9865907.9866252.fas","60","101"
"Tetraodon_nigroviridis.9.10273441.10273603.fas","95","457"
"Tetraodon_nigroviridis.9.10420970.10420839.fas","69","1294"
"Tetraodon_nigroviridis.9.10421326.10421086.fas","71","311"
"Tetraodon_nigroviridis.9.10439351.10439221.fas","79","538"
"Tetraodon_nigroviridis.9.1211069.1210875.fas","81","146"
"Tetraodon_nigroviridis.9.1212831.1212641.fas","95","385"
"Tetraodon_nigroviridis.9.1217022.1216673.fas","68","30"
"Tetraodon_nigroviridis.9.1221010.1220801.fas","62","164"
"Tetraodon_nigroviridis.9.1221943.1221775.fas","66","578"
"Tetraodon_nigroviridis.9.1227925.1227768.fas","73","678"
"Tetraodon_nigroviridis.9.1228563.1228411.fas","94","618"
"Tetraodon_nigroviridis.9.1229339.1229169.fas","93","514"
"Tetraodon_nigroviridis.9.1232737.1232531.fas","89","441"
"Tetraodon_nigroviridis.9.1435959.1435825.fas","96","1354"
"Tetraodon_nigroviridis.9.1445977.1445776.fas","94","676"
"Tetraodon_nigroviridis.9.1801539.1802059.fas","62","0"
"Tetraodon_nigroviridis.9.2289986.2289413.fas","82","80"
"Tetraodon_nigroviridis.9.2299092.2298186.fas","61","0"
"Tetraodon_nigroviridis.9.2496219.2496073.fas","94","930"
"Tetraodon_nigroviridis.9.2497939.2497805.fas","69","337"
"Tetraodon_nigroviridis.9.2499844.2499700.fas","84","927"
"Tetraodon_nigroviridis.9.3206982.3206860.fas","63","462"
"Tetraodon_nigroviridis.9.3209555.3209401.fas","96","362"
"Tetraodon_nigroviridis.9.3209891.3209636.fas","92","117"
"Tetraodon_nigroviridis.9.3210668.3210528.fas","68","131"
"Tetraodon_nigroviridis.9.3211777.3211636.fas","89","591"
"Tetraodon_nigroviridis.9.3228741.3228571.fas","85","668"
"Tetraodon_nigroviridis.9.3584659.3584877.fas","96","330"
"Tetraodon_nigroviridis.9.3588928.3589197.fas","87","328"
"Tetraodon_nigroviridis.9.3591947.3592101.fas","95","1101"
"Tetraodon_nigroviridis.9.3594457.3594624.fas","94","1488"
"Tetraodon_nigroviridis.9.3602563.3602870.fas","96","426"
"Tetraodon_nigroviridis.9.3604301.3604482.fas","58","330"
"Tetraodon_nigroviridis.9.4099112.4097670.fas","57","0"
"Tetraodon_nigroviridis.9.4153801.4153646.fas","96","603"
"Tetraodon_nigroviridis.9.4711544.4711884.fas","79","32"
"Tetraodon_nigroviridis.9.5721943.5721791.fas","60","641"
"Tetraodon_nigroviridis.9.5722919.5722786.fas","70","712"
"Tetraodon_nigroviridis.9.5723174.5722998.fas","97","758"
"Tetraodon_nigroviridis.9.5772601.5772730.fas","75","564"
"Tetraodon_nigroviridis.9.642023.642154.fas","97","111"
"Tetraodon_nigroviridis.9.647743.647884.fas","72","829"
"Tetraodon_nigroviridis.9.7147368.7147221.fas","96","567"
"Tetraodon_nigroviridis.9.948265.948133.fas","97","812"
"Tetraodon_nigroviridis.9.9946934.9946805.fas","72","584"
"Tetraodon_nigroviridis.Un_random.1080276.1080452.fas","50","418"
"Tetraodon_nigroviridis.Un_random.10956708.10956866.fas","85","1684"
"Tetraodon_nigroviridis.Un_random.1185045.1185172.fas","87","976"
"Tetraodon_nigroviridis.Un_random.1215474.1215289.fas","66","355"
"Tetraodon_nigroviridis.Un_random.1221885.1221708.fas","54","530"
"Tetraodon_nigroviridis.Un_random.1222627.1222478.fas","51","290"
"Tetraodon_nigroviridis.Un_random.1330030.1329852.fas","95","244"
"Tetraodon_nigroviridis.Un_random.13372107.13371920.fas","97","1638"
"Tetraodon_nigroviridis.Un_random.14193109.14192955.fas","72","131"
"Tetraodon_nigroviridis.Un_random.14946919.14946744.fas","95","1120"
"Tetraodon_nigroviridis.Un_random.15664372.15664517.fas","51","43"
"Tetraodon_nigroviridis.Un_random.16051535.16051655.fas","51","369"
"Tetraodon_nigroviridis.Un_random.16051748.16051943.fas","79","349"
"Tetraodon_nigroviridis.Un_random.16098342.16098181.fas","93","700"
"Tetraodon_nigroviridis.Un_random.16701726.16701866.fas","96","2438"
"Tetraodon_nigroviridis.Un_random.18007145.18007391.fas","66","154"
"Tetraodon_nigroviridis.Un_random.19493064.19493252.fas","77","712"
"Tetraodon_nigroviridis.Un_random.19675650.19675847.fas","94","30"
"Tetraodon_nigroviridis.Un_random.20230713.20230553.fas","97","2031"
"Tetraodon_nigroviridis.Un_random.20266809.20267016.fas","64","121"
"Tetraodon_nigroviridis.Un_random.20299298.20299147.fas","86","1670"
"Tetraodon_nigroviridis.Un_random.2061822.2061662.fas","96","49"
"Tetraodon_nigroviridis.Un_random.21797463.21797646.fas","95","1524"
"Tetraodon_nigroviridis.Un_random.22221464.22221263.fas","63","278"
"Tetraodon_nigroviridis.Un_random.22226854.22226698.fas","94","227"
"Tetraodon_nigroviridis.Un_random.22920955.22921243.fas","71","64"
"Tetraodon_nigroviridis.Un_random.22924522.22924363.fas","97","499"
"Tetraodon_nigroviridis.Un_random.23022403.23022562.fas","94","318"
"Tetraodon_nigroviridis.Un_random.24291084.24290926.fas","91","634"
"Tetraodon_nigroviridis.Un_random.26173621.26174132.fas","94","131"
"Tetraodon_nigroviridis.Un_random.2719155.2719302.fas","80","638"
"Tetraodon_nigroviridis.Un_random.27805527.27805813.fas","73","150"
"Tetraodon_nigroviridis.Un_random.27811605.27811794.fas","74","126"
"Tetraodon_nigroviridis.Un_random.28921190.28921327.fas","73","373"
"Tetraodon_nigroviridis.Un_random.2936515.2937009.fas","50","7"
"Tetraodon_nigroviridis.Un_random.3044402.3044253.fas","84","380"
"Tetraodon_nigroviridis.Un_random.30449827.30449639.fas","90","476"
"Tetraodon_nigroviridis.Un_random.30478050.30477696.fas","81","1003"
"Tetraodon_nigroviridis.Un_random.3048781.3048528.fas","93","48"
"Tetraodon_nigroviridis.Un_random.30870954.30870786.fas","93","942"
"Tetraodon_nigroviridis.Un_random.30877968.30877831.fas","90","399"
"Tetraodon_nigroviridis.Un_random.30878726.30878590.fas","97","722"
"Tetraodon_nigroviridis.Un_random.30881410.30881157.fas","95","289"
"Tetraodon_nigroviridis.Un_random.31223845.31224002.fas","97","563"
"Tetraodon_nigroviridis.Un_random.31257945.31258073.fas","69","839"
"Tetraodon_nigroviridis.Un_random.32021626.32021883.fas","97","1401"
"Tetraodon_nigroviridis.Un_random.33875792.33875981.fas","95","2269"
"Tetraodon_nigroviridis.Un_random.34047705.34047576.fas","97","2781"
"Tetraodon_nigroviridis.Un_random.3436448.3436308.fas","70","672"
"Tetraodon_nigroviridis.Un_random.34907127.34906969.fas","59","509"
"Tetraodon_nigroviridis.Un_random.34971484.34971669.fas","95","258"
"Tetraodon_nigroviridis.Un_random.35055718.35056321.fas","88","14"
"Tetraodon_nigroviridis.Un_random.35061094.35062504.fas","53","1"
"Tetraodon_nigroviridis.Un_random.35433468.35433272.fas","96","83"
"Tetraodon_nigroviridis.Un_random.36466257.36466083.fas","96","604"
"Tetraodon_nigroviridis.Un_random.37780759.37780936.fas","58","72"
"Tetraodon_nigroviridis.Un_random.38109708.38109473.fas","93","201"
"Tetraodon_nigroviridis.Un_random.38209053.38208701.fas","90","117"
"Tetraodon_nigroviridis.Un_random.38209794.38209586.fas","52","51"
"Tetraodon_nigroviridis.Un_random.38210786.38210481.fas","88","154"
"Tetraodon_nigroviridis.Un_random.39525419.39525288.fas","87","538"
"Tetraodon_nigroviridis.Un_random.39526571.39526367.fas","87","819"
"Tetraodon_nigroviridis.Un_random.39781780.39781653.fas","97","1617"
"Tetraodon_nigroviridis.Un_random.4429994.4430231.fas","95","60"
"Tetraodon_nigroviridis.Un_random.53398444.53398678.fas","96","948"
"Tetraodon_nigroviridis.Un_random.54338027.54337848.fas","92","323"
"Tetraodon_nigroviridis.Un_random.55681920.55682048.fas","50","27"
"Tetraodon_nigroviridis.Un_random.57891272.57891468.fas","64","601"
"Tetraodon_nigroviridis.Un_random.57977191.57976941.fas","71","87"
"Tetraodon_nigroviridis.Un_random.5801278.5801710.fas","58","9"
"Tetraodon_nigroviridis.Un_random.58770900.58770758.fas","53","291"
"Tetraodon_nigroviridis.Un_random.59307384.59307204.fas","63","1003"
"Tetraodon_nigroviridis.Un_random.59564698.59564574.fas","49","215"
"Tetraodon_nigroviridis.Un_random.60095934.60095344.fas","84","10"
"Tetraodon_nigroviridis.Un_random.65954010.65953685.fas","84","32"
"Tetraodon_nigroviridis.Un_random.65959244.65959071.fas","51","151"
"Tetraodon_nigroviridis.Un_random.67198066.67197931.fas","94","580"
"Tetraodon_nigroviridis.Un_random.6751202.6751416.fas","60","74"
"Tetraodon_nigroviridis.Un_random.67565861.67565588.fas","91","1290"
"Tetraodon_nigroviridis.Un_random.6762467.6762250.fas","79","233"
"Tetraodon_nigroviridis.Un_random.67858272.67858494.fas","68","23"
"Tetraodon_nigroviridis.Un_random.67858626.67858952.fas","96","34"
"Tetraodon_nigroviridis.Un_random.69606821.69606466.fas","68","87"
"Tetraodon_nigroviridis.Un_random.71596931.71597059.fas","72","219"
"Tetraodon_nigroviridis.Un_random.73107685.73107840.fas","96","596"
"Tetraodon_nigroviridis.Un_random.77082003.77081797.fas","95","33"
"Tetraodon_nigroviridis.Un_random.78081455.78081668.fas","61","103"
"Tetraodon_nigroviridis.Un_random.78089505.78089667.fas","94","669"
"Tetraodon_nigroviridis.Un_random.78311520.78311704.fas","52","253"
"Tetraodon_nigroviridis.Un_random.79568838.79568667.fas","96","1146"
"Tetraodon_nigroviridis.Un_random.80282707.80282567.fas","66","112"
"Tetraodon_nigroviridis.Un_random.80307321.80307067.fas","96","2105"
"Tetraodon_nigroviridis.Un_random.81049940.81050376.fas","69","9"
"Tetraodon_nigroviridis.Un_random.8107242.8107363.fas","94","1146"
"Tetraodon_nigroviridis.Un_random.8285278.8285425.fas","97","573"
"Tetraodon_nigroviridis.Un_random.86178802.86178608.fas","91","145"
"Tetraodon_nigroviridis.Un_random.86192535.86192387.fas","93","589"
"Tetraodon_nigroviridis.Un_random.8643603.8643482.fas","79","593"
"Tetraodon_nigroviridis.Un_random.8649562.8649420.fas","97","1643"
"Tetraodon_nigroviridis.Un_random.87121673.87121551.fas","96","865"
"Tetraodon_nigroviridis.Un_random.91007123.91007657.fas","90","6"
"Tetraodon_nigroviridis.Un_random.91900401.91900573.fas","86","135"
"Tetraodon_nigroviridis.Un_random.92919071.92919337.fas","64","32"
"Tetraodon_nigroviridis.Un_random.93139873.93140065.fas","75","298"
"Tetraodon_nigroviridis.Un_random.93142156.93142563.fas","62","15"
"Tetraodon_nigroviridis.Un_random.96002050.96001908.fas","49","632"
"Tetraodon_nigroviridis.Un_random.96041350.96041518.fas","95","1625"
"Tetraodon_nigroviridis.Un_random.96042125.96042295.fas","92","546"
"Tetraodon_nigroviridis.Un_random.96051306.96051475.fas","93","1664"
"Tetraodon_nigroviridis.Un_random.96051542.96051773.fas","93","1018"
"Tetraodon_nigroviridis.Un_random.9667661.9667851.fas","95","528"
"Tetraodon_nigroviridis.Un_random.9704099.9703965.fas","82","884"
