Locus	Aver. coding region length(bp)	Aver. flanking region length(bp)	Alignment length(bp)	Aver. GC content(%)	Missing data(%)	Pairwise distance
Oryzias_latipes.12.12523252.12523387	130.92	226.62	132	52.19	0.82	0.02
Oryzias_latipes.12.13935482.13936059	559.50	10.00	588	55.90	4.85	0.21
Oryzias_latipes.12.14078246.14078391	142.31	243.12	144	56.48	1.17	0.02
Oryzias_latipes.12.14128593.14128424	168.00	274.06	168	47.10	0.00	0.04
Oryzias_latipes.12.20251518.20251853	331.55	264.44	333	59.88	0.44	0.02
Oryzias_latipes.12.20473412.20473606	185.36	221.39	189	56.70	1.93	0.03
Oryzias_latipes.12.23758249.23757961	267.79	91.26	285	64.04	6.04	0.07
Oryzias_latipes.12.24353700.24353876	168.00	153.21	174	61.88	3.45	0.06
Oryzias_latipes.12.28529246.28529073	171.80	276.07	174	57.86	1.27	0.01
Oryzias_latipes.12.29035250.29035390	133.83	216.70	135	58.60	0.87	0.02
Oryzias_latipes.12.29224709.29224506	200.78	243.66	201	59.91	0.11	0.02
Oryzias_latipes.12.3724187.3723980	200.60	282.60	201	62.73	0.20	0.04
Oryzias_latipes.12.6599770.6599999	225.00	217.67	225	61.93	0.00	0.14
Oryzias_latipes.12.7317541.7317696	154.17	178.01	156	59.60	1.18	0.03
Oryzias_latipes.12.7338065.7337926	136.00	172.64	138	59.42	1.45	0.08
Oryzias_latipes.12.7341397.7341187	208.18	189.63	210	57.88	0.87	0.04
Oryzias_latipes.12.8136410.8136266	140.62	173.32	144	52.18	2.34	0.03
Oryzias_latipes.12.8245286.8245526	239.56	288.35	240	59.75	0.18	0.02
Oryzias_latipes.12.9116806.9116937	126.19	234.47	135	47.93	6.53	0.05
Oryzias_latipes.12.9727776.9727941	164.52	249.20	165	54.66	0.29	0.02
Oryzias_latipes.13.12196172.12196324	148.45	146.78	153	59.45	2.97	0.04
Oryzias_latipes.13.12903916.12904066	136.89	207.74	138	47.76	0.80	0.04
Oryzias_latipes.13.12905663.12905827	161.69	296.32	162	58.01	0.19	0.05
Oryzias_latipes.13.12905926.12906159	228.49	149.66	234	59.06	2.35	0.04
Oryzias_latipes.13.12911382.12911546	157.65	252.82	159	51.52	0.85	0.01
Oryzias_latipes.13.15978825.15978492	326.24	191.59	333	59.40	2.03	0.03
Oryzias_latipes.13.16385611.16385858	244.76	250.85	246	58.88	0.50	0.02
Oryzias_latipes.13.18279044.18279188	143.42	272.40	144	59.25	0.40	0.01
Oryzias_latipes.13.2009021.2008846	128.94	275.86	129	51.96	0.05	0.02
Oryzias_latipes.13.2720656.2720856	199.72	291.07	201	52.20	0.63	0.03
Oryzias_latipes.13.29951718.29951519	196.99	309.17	198	53.31	0.51	0.02
Oryzias_latipes.13.3263618.3263786	164.66	270.33	165	55.18	0.20	0.02
Oryzias_latipes.13.4205418.4205155	263.72	252.84	264	58.65	0.11	0.05
Oryzias_latipes.13.509714.509863	146.11	185.76	147	55.51	0.61	0.04
Oryzias_latipes.13.5729239.5728728	480.30	249.74	489	58.25	1.78	0.02
Oryzias_latipes.13.9412962.9412831	128.49	246.63	129	59.77	0.39	0.02
Oryzias_latipes.13.9522077.9521886	182.94	266.85	186	54.32	1.65	0.02
Oryzias_latipes.14.11638551.11638362	184.67	239.24	186	54.14	0.72	0.04
Oryzias_latipes.14.11638983.11638760	211.20	191.20	222	56.56	4.86	0.09
Oryzias_latipes.14.12776522.12776244	268.54	212.68	273	54.60	1.63	0.04
Oryzias_latipes.14.13153142.13153328	179.91	291.85	180	59.62	0.05	0.02
Oryzias_latipes.14.13156289.13156047	238.57	199.50	240	60.09	0.60	0.04
Oryzias_latipes.14.13233375.13232708	517.94	176.31	537	65.70	3.55	0.05
Oryzias_latipes.14.15431886.15431766	120.00	290.51	120	54.16	0.00	0.02
Oryzias_latipes.14.16092416.16092577	149.02	226.71	153	49.25	2.60	0.02
Oryzias_latipes.14.16423416.16423268	146.97	254.24	147	56.09	0.02	0.01
Oryzias_latipes.14.16479518.16479341	176.23	261.13	177	53.43	0.43	0.04
Oryzias_latipes.14.16681513.16681326	168.65	180.42	177	51.34	4.71	0.01
Oryzias_latipes.14.16681928.16681785	142.83	274.68	144	48.19	0.81	0.02
Oryzias_latipes.14.21664924.21665292	378.58	237.88	390	65.02	2.93	0.02
Oryzias_latipes.14.21671648.21671796	142.08	152.06	144	45.53	1.33	0.06
Oryzias_latipes.14.2487170.2487021	148.84	189.81	159	58.34	6.39	0.03
Oryzias_latipes.14.2489181.2489019	160.20	226.90	162	57.00	1.11	0.03
Oryzias_latipes.14.28402133.28402310	176.62	199.31	177	58.93	0.21	0.07
Oryzias_latipes.14.28795385.28795216	164.97	250.91	165	63.54	0.02	0.06
Oryzias_latipes.14.28996384.28995863	506.84	212.45	519	52.17	2.34	0.03
Oryzias_latipes.14.31125480.31125761	251.74	184.56	255	65.19	1.28	0.03
Oryzias_latipes.14.31276069.31276204	131.80	176.65	132	61.99	0.15	0.03
Oryzias_latipes.14.5561917.5561777	142.24	191.94	147	48.91	3.24	0.01
Oryzias_latipes.14.5581880.5581713	159.55	208.70	165	49.64	3.31	0.03
Oryzias_latipes.15.22045429.22045286	140.56	226.20	141	57.38	0.31	0.02
Oryzias_latipes.15.22274219.22274385	157.55	230.40	159	59.40	0.91	0.02
Oryzias_latipes.15.22795291.22795110	140.84	289.44	141	51.24	0.11	0.01
Oryzias_latipes.15.22798151.22798009	141.00	293.64	141	49.34	0.00	0.03
Oryzias_latipes.15.23747587.23747425	156.77	194.79	159	47.10	1.40	0.03
Oryzias_latipes.15.23751721.23751265	462.58	224.22	477	54.21	3.02	0.04
Oryzias_latipes.15.24388366.24388217	150.00	320.03	150	46.25	0.00	0.01
Oryzias_latipes.15.26012031.26012169	132.19	189.44	135	60.50	2.08	0.05
Oryzias_latipes.15.29124960.29125216	252.05	215.76	255	58.84	1.16	0.03
Oryzias_latipes.15.29322568.29322720	150.10	157.54	153	51.94	1.90	0.08
Oryzias_latipes.15.3044406.3044774	356.25	81.50	366	54.61	2.66	0.17
Oryzias_latipes.15.468398.468742	314.21	154.44	321	58.72	2.11	0.09
Oryzias_latipes.16.10768520.10768652	125.79	102.57	129	53.90	2.49	0.05
Oryzias_latipes.16.11641023.11640884	133.56	202.17	135	58.97	1.06	0.05
Oryzias_latipes.16.13127640.13128327	721.28	307.05	732	59.02	1.46	0.02
Oryzias_latipes.16.13676115.13675816	297.10	295.68	300	53.49	0.97	0.04
Oryzias_latipes.16.13676353.13676225	124.44	139.57	126	45.04	1.24	0.02
Oryzias_latipes.16.13676585.13676451	131.88	257.39	132	48.87	0.09	0.04
Oryzias_latipes.16.14397685.14397086	582.83	168.33	600	65.36	2.86	0.04
Oryzias_latipes.16.14800771.14800998	224.31	234.95	225	57.70	0.31	0.02
Oryzias_latipes.16.16871278.16871124	152.94	328.35	153	48.30	0.04	0.01
Oryzias_latipes.16.16874799.16874599	197.27	281.56	198	52.26	0.37	0.01
Oryzias_latipes.16.17719593.17719742	149.82	212.18	150	50.20	0.12	0.05
Oryzias_latipes.16.1911680.1911865	182.44	230.24	183	61.03	0.30	0.03
Oryzias_latipes.16.19936891.19936335	545.65	256.15	552	54.78	1.15	0.03
Oryzias_latipes.16.22920015.22919719	292.62	251.23	294	58.08	0.47	0.02
Oryzias_latipes.16.28281538.28282037	488.60	147.60	498	61.89	1.89	0.06
Oryzias_latipes.16.5781584.5781442	140.24	234.20	141	58.15	0.54	0.04
Oryzias_latipes.16.6252990.6253995	330.10	326.78	333	54.36	0.87	0.02
Oryzias_latipes.17.11603639.11603793	153.00	295.05	153	57.71	0.00	0.01
Oryzias_latipes.17.15091890.15092019	125.66	281.99	126	50.49	0.27	0.03
Oryzias_latipes.17.16730108.16729971	131.51	233.55	132	55.11	0.37	0.03
Oryzias_latipes.17.17438763.17438592	163.88	178.40	171	58.89	4.16	0.07
Oryzias_latipes.17.17483973.17483827	145.92	192.60	147	67.33	0.73	0.04
Oryzias_latipes.17.17865719.17865571	142.28	210.21	144	54.47	1.20	0.04
Oryzias_latipes.17.20055941.20055795	142.58	227.41	144	56.65	0.99	0.03
Oryzias_latipes.17.20078835.20078700	131.49	229.08	132	57.32	0.38	0.02
Oryzias_latipes.17.22880768.22880495	269.70	281.00	270	51.78	0.11	0.03
Oryzias_latipes.17.23738635.23738439	191.87	237.10	195	53.02	1.61	0.03
Oryzias_latipes.17.23919482.23919102	336.00	118.50	339	54.31	0.88	0.20
Oryzias_latipes.17.24685510.24685224	267.25	207.83	270	56.93	1.02	0.04
Oryzias_latipes.17.28220772.28220917	134.45	162.45	141	45.49	4.65	0.04
Oryzias_latipes.17.28293202.28293015	185.81	279.22	186	60.96	0.10	0.01
Oryzias_latipes.17.28354007.28353857	126.77	162.09	132	51.85	3.96	0.05
Oryzias_latipes.17.28712402.28712707	300.84	251.74	303	58.38	0.71	0.03
Oryzias_latipes.17.28941842.28941346	495.00	179.67	495	56.43	0.00	0.10
Oryzias_latipes.17.28942566.28942818	246.22	187.52	252	50.74	2.29	0.05
Oryzias_latipes.17.3239271.3239115	112.88	253.30	114	47.25	0.99	0.03
Oryzias_latipes.17.4346873.4346730	135.91	190.02	141	60.87	3.61	0.06
Oryzias_latipes.17.4770658.4770847	181.96	244.77	183	57.95	0.57	0.06
Oryzias_latipes.17.4895906.4895516	366.49	156.42	399	63.97	8.15	0.03
Oryzias_latipes.17.5624264.5624390	125.71	250.96	126	55.34	0.23	0.03
Oryzias_latipes.17.8592401.8592598	194.16	194.83	195	61.53	0.43	0.05
Oryzias_latipes.18.11242846.11242627	218.08	270.92	219	53.79	0.42	0.03
Oryzias_latipes.18.11250524.11250677	152.63	285.94	153	51.82	0.24	0.04
Oryzias_latipes.18.11252194.11252332	136.22	241.18	138	51.58	1.29	0.01
Oryzias_latipes.18.14651421.14651216	203.01	275.68	204	59.30	0.48	0.03
Oryzias_latipes.18.14714714.14714921	203.33	219.28	204	66.17	0.33	0.03
Oryzias_latipes.18.2444900.2444770	122.72	214.07	123	53.69	0.22	0.02
Oryzias_latipes.18.26394460.26394185	269.30	278.22	273	65.43	1.35	0.01
Oryzias_latipes.19.10691734.10691564	145.04	205.45	147	54.50	1.33	0.02
Oryzias_latipes.19.12140705.12140236	447.43	151.71	477	60.50	6.20	0.09
Oryzias_latipes.19.15587925.15587752	169.89	178.68	174	54.96	2.36	0.03
Oryzias_latipes.19.15940731.15940927	192.94	239.81	195	57.34	1.06	0.03
Oryzias_latipes.19.15941013.15941164	145.45	220.23	150	57.53	3.03	0.01
Oryzias_latipes.19.17944536.17944656	116.84	157.46	117	58.59	0.14	0.03
Oryzias_latipes.19.18628014.18628216	197.75	209.04	198	55.24	0.13	0.04
Oryzias_latipes.19.1922454.1922237	215.72	258.42	216	59.48	0.13	0.03
Oryzias_latipes.19.1950685.1950462	196.47	135.03	201	63.45	2.26	0.02
Oryzias_latipes.19.19833084.19832858	217.62	144.11	225	60.48	3.28	0.07
Oryzias_latipes.19.20451916.20451780	118.14	154.79	123	56.16	3.95	0.03
Oryzias_latipes.19.21220243.21220422	179.62	290.88	180	55.40	0.21	0.02
Oryzias_latipes.19.4267754.4267948	189.13	155.73	192	66.59	1.49	0.04
Oryzias_latipes.19.7979206.7979003	202.44	238.67	204	60.77	0.76	0.08
Oryzias_latipes.19.7988049.7987913	132.21	145.69	135	59.59	2.06	0.10
Oryzias_latipes.19.8216368.8216848	472.50	168.62	480	56.83	1.56	0.08
Oryzias_latipes.19.8218212.8218884	647.82	161.68	669	61.74	3.17	0.07
Oryzias_latipes.19.8479542.8478775	765.00	125.00	765	55.03	0.00	0.15
Oryzias_latipes.19.8481588.8481451	132.03	249.51	135	53.43	2.20	0.02
Oryzias_latipes.19.8613594.8612889	712.00	74.33	720	57.29	1.11	0.13
Oryzias_latipes.19.8964514.8964728	209.72	254.26	210	55.87	0.14	0.04
Oryzias_latipes.19.9754042.9754206	162.21	210.41	165	54.51	1.69	0.04
Oryzias_latipes.19.9894312.9894157	155.97	240.65	156	52.22	0.02	0.02
Oryzias_latipes.2.29714259.29714137	119.57	216.89	120	58.41	0.36	0.04
Oryzias_latipes.2.5013211.5013059	145.90	184.73	150	53.48	2.73	0.03
Oryzias_latipes.20.10673514.10673287	218.04	272.85	222	52.22	1.78	0.04
Oryzias_latipes.20.12284394.12284267	121.99	177.95	123	53.65	0.82	0.01
Oryzias_latipes.20.13128333.13128173	155.62	229.52	159	56.11	2.12	0.02
Oryzias_latipes.20.15626365.15626204	159.00	261.14	159	56.77	0.00	0.01
Oryzias_latipes.20.17308022.17307696	321.35	331.71	324	54.04	0.82	0.02
Oryzias_latipes.20.17323504.17323334	162.89	232.55	165	52.20	1.28	0.03
Oryzias_latipes.20.17855000.17855195	191.34	241.85	192	59.26	0.34	0.03
Oryzias_latipes.20.17863745.17863241	479.19	175.16	504	59.18	4.92	0.02
Oryzias_latipes.20.18073474.18073322	151.31	200.06	153	54.81	1.10	0.03
Oryzias_latipes.20.1884685.1884503	176.82	152.24	180	58.02	1.77	0.02
Oryzias_latipes.20.19083006.19082866	137.42	261.04	138	52.44	0.42	0.02
Oryzias_latipes.20.19087150.19087004	144.92	213.19	147	53.44	1.41	0.03
Oryzias_latipes.20.19946346.19946165	170.88	276.99	171	52.69	0.07	0.02
Oryzias_latipes.20.19959910.19959756	153.00	285.54	153	51.00	0.00	0.03
Oryzias_latipes.20.22296673.22296892	215.68	142.61	219	67.40	1.51	0.03
Oryzias_latipes.20.8397503.8397668	162.91	184.48	165	47.61	1.27	0.04
Oryzias_latipes.20.8445425.8445237	186.18	260.55	189	57.74	1.49	0.03
Oryzias_latipes.21.10017879.10017655	224.85	239.31	225	60.26	0.07	0.01
Oryzias_latipes.21.10045878.10045720	155.97	218.94	156	56.56	0.02	0.05
Oryzias_latipes.21.10046151.10045987	161.78	262.90	162	56.40	0.13	0.02
Oryzias_latipes.21.12948595.12948430	159.54	156.92	162	61.88	1.52	0.14
Oryzias_latipes.21.13506429.13506624	187.14	229.83	189	65.17	0.98	0.05
Oryzias_latipes.21.13512823.13513027	203.35	230.94	204	63.68	0.32	0.03
Oryzias_latipes.21.13531776.13531934	154.50	193.09	159	64.72	2.83	0.02
Oryzias_latipes.21.13534494.13534732	232.34	128.98	234	66.61	0.71	0.03
Oryzias_latipes.21.18345637.18347101	423.67	171.51	435	57.42	2.60	0.06
Oryzias_latipes.21.18528949.18529336	382.84	269.06	387	64.16	1.08	0.03
Oryzias_latipes.21.20342249.20342395	145.92	233.01	147	56.47	0.74	0.03
Oryzias_latipes.21.20508134.20508275	138.00	219.46	141	58.12	2.13	0.02
Oryzias_latipes.21.22336321.22336170	128.97	283.79	129	45.80	0.02	0.01
Oryzias_latipes.21.23773504.23773299	181.67	94.11	204	46.23	10.95	0.09
Oryzias_latipes.21.23802395.23802587	182.29	136.15	186	46.15	1.99	0.04
Oryzias_latipes.21.23809570.23809725	152.94	270.49	153	51.20	0.04	0.01
Oryzias_latipes.21.23830369.23830505	132.36	205.36	135	44.36	1.96	0.03
Oryzias_latipes.21.24051290.24051460	167.81	272.13	168	57.56	0.11	0.05
Oryzias_latipes.21.24592238.24591830	405.64	203.18	408	47.46	0.58	0.02
Oryzias_latipes.21.26530244.26530047	194.51	292.26	195	52.64	0.25	0.02
Oryzias_latipes.21.6507711.6507529	172.06	126.18	180	56.32	4.41	0.05
Oryzias_latipes.21.6683195.6682965	209.78	177.18	228	64.46	7.99	0.01
Oryzias_latipes.21.8123240.8123034	202.57	227.32	204	59.95	0.70	0.03
Oryzias_latipes.21.8955445.8955299	141.54	134.61	144	64.92	1.71	0.04
Oryzias_latipes.21.9067741.9067898	155.97	300.70	156	60.55	0.02	0.03
Oryzias_latipes.22.11699174.11699871	681.62	149.07	702	57.47	2.90	0.02
Oryzias_latipes.22.11956368.11956229	133.99	227.31	135	58.71	0.75	0.06
Oryzias_latipes.22.12044155.12044370	212.25	245.83	216	61.90	1.74	0.03
Oryzias_latipes.22.12056345.12056518	173.88	305.21	174	53.78	0.07	0.02
Oryzias_latipes.22.12405690.12406196	438.00	192.20	477	56.97	8.18	0.11
Oryzias_latipes.22.12548835.12548620	214.50	161.91	216	60.27	0.69	0.04
Oryzias_latipes.22.12790272.12790093	176.12	169.93	180	50.65	2.16	0.04
Oryzias_latipes.22.12790942.12790790	149.78	271.75	150	51.46	0.15	0.03
Oryzias_latipes.22.12887751.12887912	155.66	302.92	156	55.48	0.22	0.03
Oryzias_latipes.22.12888238.12888405	162.07	180.16	165	57.23	1.77	0.04
Oryzias_latipes.22.13218783.13219025	235.43	250.77	237	56.94	0.66	0.04
Oryzias_latipes.22.14024887.14024724	160.38	209.19	162	50.80	1.00	0.03
Oryzias_latipes.22.14542388.14542205	179.91	249.38	180	42.63	0.05	0.02
Oryzias_latipes.22.15205783.15205457	292.46	193.23	303	59.96	3.48	0.03
Oryzias_latipes.22.153011.153175	161.70	162.00	165	53.14	2.00	0.12
Oryzias_latipes.22.1659374.1659221	149.94	266.09	150	60.17	0.04	0.02
Oryzias_latipes.22.16610106.16610276	166.67	210.67	171	51.03	2.53	0.01
Oryzias_latipes.22.16809014.16809179	161.40	256.29	162	56.01	0.37	0.01
Oryzias_latipes.22.17813440.17813196	238.14	216.68	246	60.33	3.20	0.02
Oryzias_latipes.22.17814172.17813966	195.69	234.59	198	62.44	1.17	0.01
Oryzias_latipes.22.17880778.17880332	440.08	273.15	447	62.71	1.55	0.03
Oryzias_latipes.22.19342762.19342961	143.17	233.56	144	60.26	0.58	0.06
Oryzias_latipes.22.19643542.19643360	155.33	171.43	165	60.86	5.86	0.01
Oryzias_latipes.22.19803021.19803150	125.62	222.27	126	52.19	0.30	0.02
Oryzias_latipes.22.24623404.24623272	128.64	221.69	129	45.41	0.28	0.02
Oryzias_latipes.22.5276843.5276664	179.53	154.98	183	63.21	1.89	0.02
Oryzias_latipes.22.5277106.5276923	176.72	249.51	177	60.10	0.16	0.02
Oryzias_latipes.22.6212358.6212531	168.35	212.59	171	49.14	1.55	0.03
Oryzias_latipes.22.6213269.6213540	265.47	196.73	270	48.87	1.68	0.03
Oryzias_latipes.22.6213628.6213855	226.28	328.16	228	55.70	0.75	0.03
Oryzias_latipes.22.6217136.6217375	236.26	245.19	237	51.00	0.31	0.03
Oryzias_latipes.22.7044219.7044460	237.10	208.92	240	54.97	1.21	0.03
Oryzias_latipes.22.7264558.7264430	125.29	246.81	126	60.03	0.56	0.04
Oryzias_latipes.22.8116062.8115877	181.64	199.30	183	62.21	0.74	0.03
Oryzias_latipes.22.9528912.9528737	170.35	212.82	174	50.93	2.10	0.03
Oryzias_latipes.22.9551479.9551603	116.85	342.08	117	50.59	0.13	0.01
Oryzias_latipes.22.9726204.9726039	163.79	244.87	165	54.61	0.74	0.03
Oryzias_latipes.23.13312579.13312349	227.47	232.35	228	54.90	0.23	0.03
Oryzias_latipes.23.14217278.14217109	161.37	197.16	165	49.76	2.20	0.03
Oryzias_latipes.23.14283549.14283674	125.70	260.92	126	46.78	0.24	0.02
Oryzias_latipes.23.14552065.14552188	119.81	209.27	120	59.75	0.16	0.03
Oryzias_latipes.23.14618372.14618157	212.20	253.57	216	59.74	1.76	0.04
Oryzias_latipes.23.19495605.19495483	120.52	129.19	123	53.95	2.01	0.03
Oryzias_latipes.23.21714189.21714428	242.60	192.84	261	67.70	7.05	0.03
Oryzias_latipes.23.22793575.22794024	377.55	200.16	402	57.35	6.08	0.04
Oryzias_latipes.23.22804371.22804562	181.80	163.36	195	60.41	6.77	0.07
Oryzias_latipes.23.3601939.3602098	158.82	223.13	159	63.09	0.12	0.04
Oryzias_latipes.23.5941093.5940965	121.87	237.77	123	49.59	0.92	0.04
Oryzias_latipes.24.10842431.10842166	263.70	236.41	264	62.26	0.11	0.02
Oryzias_latipes.24.11686235.11686519	260.68	199.66	261	58.19	0.12	0.07
Oryzias_latipes.24.13943537.13943685	134.59	137.89	138	56.58	2.47	0.04
Oryzias_latipes.24.17752997.17753125	124.88	214.18	126	55.12	0.89	0.03
Oryzias_latipes.24.1789096.1789220	123.00	254.20	123	61.41	0.00	0.04
Oryzias_latipes.24.21065034.21064860	172.06	159.65	174	57.65	1.12	0.01
Oryzias_latipes.24.21074418.21074249	166.75	157.08	177	54.98	5.79	0.04
Oryzias_latipes.24.22806810.22806607	203.66	231.36	204	59.36	0.17	0.03
Oryzias_latipes.24.2341054.2341188	117.78	151.74	132	59.74	10.77	0.05
Oryzias_latipes.24.2341263.2341413	148.45	192.96	150	65.21	1.04	0.02
Oryzias_latipes.24.243597.243451	144.03	197.78	147	56.20	2.02	0.02
Oryzias_latipes.24.4148301.4148125	168.20	281.04	174	57.79	3.33	0.02
Oryzias_latipes.24.4821056.4821208	149.97	315.87	150	48.10	0.02	0.05
Oryzias_latipes.24.4822430.4822564	128.94	305.55	129	58.14	0.05	0.01
Oryzias_latipes.24.5478479.5478601	115.59	219.73	120	54.40	3.68	0.02
Oryzias_latipes.24.5488934.5488772	158.85	301.11	159	52.59	0.10	0.04
Oryzias_latipes.24.5619927.5619437	413.00	4.33	474	60.09	12.87	0.08
Oryzias_latipes.24.5835190.5835471	278.71	187.70	291	57.82	4.22	0.03
Oryzias_latipes.24.5879181.5879398	215.66	266.03	216	52.58	0.16	0.02
Oryzias_latipes.24.6871007.6870826	176.97	189.62	180	69.82	1.69	0.04
Oryzias_latipes.24.7288006.7288137	128.22	163.74	129	55.65	0.60	0.03
Oryzias_latipes.24.7288713.7288835	120.07	167.59	123	52.31	2.38	0.02
Oryzias_latipes.24.741184.741695	454.50	22.50	456	50.49	0.33	0.17
Oryzias_latipes.24.8712772.8712636	130.94	232.15	132	52.35	0.80	0.02
Oryzias_latipes.24.9598065.9598309	241.67	198.95	243	60.58	0.55	0.03
Oryzias_latipes.24.9784269.9784145	123.00	252.22	123	48.76	0.00	0.01
Oryzias_latipes.3.12111540.12111680	135.77	208.71	138	55.08	1.61	0.03
Oryzias_latipes.3.12414059.12414278	214.87	266.86	216	53.58	0.52	0.02
Oryzias_latipes.3.13211829.13212028	198.03	272.82	201	50.16	1.48	0.02
Oryzias_latipes.3.14098982.14098833	149.88	286.45	150	51.47	0.08	0.03
Oryzias_latipes.3.14100343.14100202	138.00	296.84	138	46.72	0.00	0.03
Oryzias_latipes.3.14906315.14906512	198.00	253.80	198	52.51	0.00	0.03
Oryzias_latipes.3.14907968.14908163	191.97	240.46	192	52.79	0.02	0.03
Oryzias_latipes.3.15045962.15045521	112.53	132.53	120	57.64	6.23	0.04
Oryzias_latipes.3.15059389.15059554	161.29	263.01	162	46.52	0.44	0.02
Oryzias_latipes.3.15063889.15064080	186.38	223.47	189	51.94	1.39	0.04
Oryzias_latipes.3.16126437.16126196	239.94	249.72	240	55.87	0.03	0.03
Oryzias_latipes.3.18526847.18526999	144.45	61.43	150	52.25	3.70	0.09
Oryzias_latipes.3.18828247.18828128	119.36	228.26	120	56.84	0.53	0.04
Oryzias_latipes.3.19022176.19022504	303.75	223.92	327	51.65	7.11	0.09
Oryzias_latipes.3.19258428.19258194	213.67	281.44	216	58.76	1.08	0.03
Oryzias_latipes.3.19970055.19970421	375.80	241.14	387	51.55	2.89	0.04
Oryzias_latipes.3.20851319.20851486	158.66	273.54	159	55.09	0.21	0.01
Oryzias_latipes.3.23819073.23819204	131.52	224.97	132	51.27	0.37	0.02
Oryzias_latipes.3.30670166.30670025	134.42	183.01	141	54.92	4.67	0.02
Oryzias_latipes.3.30781318.30781473	152.00	182.23	153	54.87	0.65	0.01
Oryzias_latipes.3.30781930.30782078	145.42	196.36	147	56.39	1.07	0.02
Oryzias_latipes.3.32053011.32053196	152.48	300.78	153	59.83	0.34	0.02
Oryzias_latipes.3.32053244.32053444	201.00	240.56	201	56.65	0.00	0.02
Oryzias_latipes.3.32577926.32577701	218.44	283.88	219	58.39	0.25	0.02
Oryzias_latipes.3.7225874.7225705	167.34	198.27	168	60.29	0.39	0.04
Oryzias_latipes.3.8292970.8292812	159.00	207.50	159	56.92	0.00	0.16
Oryzias_latipes.3.8345246.8345041	205.62	215.59	207	65.46	0.67	0.03
Oryzias_latipes.3.9626987.9627652	634.93	174.42	663	61.19	4.23	0.04
Oryzias_latipes.4.12020346.12020717	155.97	313.98	156	48.20	0.02	0.02
Oryzias_latipes.4.12022274.12022525	243.45	209.40	249	53.42	2.23	0.03
Oryzias_latipes.4.12032215.12032372	151.85	227.43	156	54.55	2.66	0.03
Oryzias_latipes.4.16032580.16032443	132.51	170.62	135	61.78	1.84	0.05
Oryzias_latipes.4.16908874.16908747	120.54	161.55	123	54.24	2.00	0.03
Oryzias_latipes.4.17137479.17137268	203.13	181.92	207	47.89	1.87	0.04
Oryzias_latipes.4.17378455.17378245	150.66	141.21	174	63.24	13.42	0.03
Oryzias_latipes.4.18480485.18480720	208.64	166.85	210	57.40	0.65	0.04
Oryzias_latipes.4.19467023.19466806	207.31	271.54	210	59.51	1.28	0.02
Oryzias_latipes.4.1972528.1972695	160.35	135.18	165	58.27	2.82	0.03
Oryzias_latipes.4.23596001.23595748	251.91	351.96	252	42.64	0.04	0.03
Oryzias_latipes.4.293798.293556	200.57	206.57	210	62.98	4.49	0.02
Oryzias_latipes.4.30225238.30225046	187.87	199.30	192	71.10	2.15	0.05
Oryzias_latipes.4.304579.304373	201.65	178.95	207	62.00	2.58	0.02
Oryzias_latipes.4.30485115.30485330	213.07	147.69	216	52.47	1.36	0.09
Oryzias_latipes.4.30595570.30595691	117.86	89.05	120	52.37	1.79	0.10
Oryzias_latipes.4.308931.308762	167.59	244.66	168	61.23	0.24	0.01
Oryzias_latipes.4.3446223.3446061	161.59	218.76	162	61.88	0.25	0.01
Oryzias_latipes.4.3455742.3455599	140.20	139.96	144	57.54	2.64	0.04
Oryzias_latipes.4.3498347.3498204	129.41	160.29	132	61.45	1.96	0.02
Oryzias_latipes.4.3503233.3503042	181.70	144.88	186	63.23	2.31	0.03
Oryzias_latipes.4.3507970.3507783	146.78	230.04	150	52.20	2.14	0.02
Oryzias_latipes.4.3509696.3509565	129.31	204.19	132	64.36	2.04	0.02
